,Data_Source,Date,compound,neg,neu,pos,tweet
1927,@nytimes,2017-12-11,-0.8316,0.358,0.642,0.0,73
1928,@nytimes,2017-12-11,0.0,0.0,1.0,0.0,72
1929,@nytimes,2017-12-11,0.0772,0.0,0.843,0.157,71
1930,@nytimes,2017-12-11,-0.7003,0.392,0.608,0.0,70
1931,@nytimes,2017-12-11,0.0,0.0,1.0,0.0,69
1932,@nytimes,2017-12-11,0.3182,0.0,0.796,0.204,68
1933,@nytimes,2017-12-11,0.0772,0.0,0.936,0.064,67
1934,@nytimes,2017-12-11,0.0,0.0,1.0,0.0,66
1935,@nytimes,2017-12-11,0.0,0.0,1.0,0.0,65
1936,@nytimes,2017-12-11,0.0,0.0,1.0,0.0,64
1937,@nytimes,2017-12-11,0.0,0.0,1.0,0.0,63
1938,@nytimes,2017-12-11,0.0,0.0,1.0,0.0,62
1939,@nytimes,2017-12-11,0.4404,0.11,0.686,0.203,61
1940,@nytimes,2017-12-11,-0.875,0.37,0.63,0.0,60
1941,@nytimes,2017-12-11,0.0,0.0,1.0,0.0,59
1942,@nytimes,2017-12-11,0.5423,0.143,0.571,0.286,58
1943,@nytimes,2017-12-11,0.0,0.0,1.0,0.0,57
1944,@nytimes,2017-12-11,0.0,0.0,1.0,0.0,56
1945,@nytimes,2017-12-11,-0.296,0.099,0.901,0.0,55
1946,@nytimes,2017-12-11,0.3818,0.124,0.641,0.235,54
1947,@nytimes,2017-12-11,-0.3818,0.12,0.88,0.0,53
1948,@nytimes,2017-12-11,-0.6369,0.215,0.785,0.0,52
1949,@nytimes,2017-12-11,-0.3182,0.126,0.874,0.0,51
1950,@nytimes,2017-12-11,0.0,0.0,1.0,0.0,50
1951,@nytimes,2017-12-11,0.0,0.0,1.0,0.0,49
1952,@nytimes,2017-12-11,0.0,0.0,1.0,0.0,48
1953,@nytimes,2017-12-11,0.0,0.0,1.0,0.0,47
1954,@nytimes,2017-12-11,-0.6204,0.264,0.665,0.071,46
1955,@nytimes,2017-12-11,0.0,0.0,1.0,0.0,45
1956,@nytimes,2017-12-11,0.0,0.0,1.0,0.0,44
1957,@nytimes,2017-12-11,0.9169,0.0,0.52,0.48,43
1958,@nytimes,2017-12-11,0.0,0.0,1.0,0.0,42
1959,@nytimes,2017-12-11,0.0,0.0,1.0,0.0,41
1960,@nytimes,2017-12-11,0.0,0.0,1.0,0.0,40
1961,@nytimes,2017-12-11,0.5859,0.0,0.648,0.352,39
1962,@nytimes,2017-12-11,0.4404,0.0,0.868,0.132,38
1963,@nytimes,2017-12-11,0.1027,0.105,0.773,0.123,37
1964,@nytimes,2017-12-11,-0.6249,0.321,0.584,0.095,36
1965,@nytimes,2017-12-11,0.0258,0.053,0.889,0.058,35
1966,@nytimes,2017-12-11,-0.3818,0.106,0.894,0.0,34
1967,@nytimes,2017-12-11,0.0,0.0,1.0,0.0,33
1968,@nytimes,2017-12-11,0.0,0.0,1.0,0.0,32
1969,@nytimes,2017-12-11,0.0772,0.0,0.939,0.061,31
1970,@nytimes,2017-12-11,0.25,0.14,0.676,0.185,30
1971,@nytimes,2017-12-11,0.3612,0.05,0.837,0.113,29
1972,@nytimes,2017-12-11,0.4588,0.0,0.833,0.167,28
1973,@nytimes,2017-12-11,0.6597,0.0,0.526,0.474,27
1974,@nytimes,2017-12-11,-0.7184,0.316,0.684,0.0,26
1975,@nytimes,2017-12-11,-0.7906,0.241,0.759,0.0,25
1976,@nytimes,2017-12-11,-0.5267,0.386,0.614,0.0,24
1977,@nytimes,2017-12-11,0.0,0.0,1.0,0.0,23
1978,@nytimes,2017-12-11,0.0,0.0,1.0,0.0,22
1979,@nytimes,2017-12-11,0.4215,0.0,0.851,0.149,21
1980,@nytimes,2017-12-11,0.7184,0.0,0.75,0.25,20
1981,@nytimes,2017-12-11,-0.6705,0.2,0.8,0.0,19
1982,@nytimes,2017-12-11,-0.5267,0.274,0.726,0.0,18
1983,@nytimes,2017-12-11,0.1779,0.0,0.922,0.078,17
1984,@nytimes,2017-12-11,-0.4019,0.137,0.863,0.0,16
1985,@nytimes,2017-12-11,-0.6195,0.18,0.82,0.0,15
1986,@nytimes,2017-12-11,-0.1531,0.156,0.745,0.099,14
1987,@nytimes,2017-12-11,0.6369,0.0,0.543,0.457,13
1988,@nytimes,2017-12-11,0.1779,0.0,0.925,0.075,12
1989,@nytimes,2017-12-11,0.0,0.0,1.0,0.0,11
1990,@nytimes,2017-12-11,0.0,0.0,1.0,0.0,10
1991,@nytimes,2017-12-11,0.1027,0.105,0.773,0.123,9
1992,@nytimes,2017-12-11,0.0,0.0,1.0,0.0,8
1993,@nytimes,2017-12-11,-0.2263,0.128,0.872,0.0,7
1994,@nytimes,2017-12-11,0.128,0.143,0.695,0.162,6
1995,@nytimes,2017-12-11,0.0,0.0,1.0,0.0,5
1996,@nytimes,2017-12-11,0.6467,0.0,0.816,0.184,4
1997,@nytimes,2017-12-11,0.4404,0.0,0.674,0.326,3
1998,@nytimes,2017-12-11,-0.8316,0.358,0.642,0.0,2
1999,@nytimes,2017-12-11,0.0,0.0,1.0,0.0,1
